"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","post_author","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","downloadable_files","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:total_sales","attribute:pa_chain","attribute_data:pa_chain","attribute_default:pa_chain","attribute:pa_color","attribute_data:pa_color","attribute_default:pa_color","attribute:pa_diamonds","attribute_data:pa_diamonds","attribute_default:pa_diamonds","attribute:pa_lock","attribute_data:pa_lock","attribute_default:pa_lock","attribute:pa_material","attribute_data:pa_material","attribute_default:pa_material","attribute:pa_measure","attribute_data:pa_measure","attribute_default:pa_measure","attribute:pa_movement","attribute_data:pa_movement","attribute_default:pa_movement"
"SP3157","sp3157","1753","Natalia is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Natalia is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:33","0","1","open","SP3157","no","no","visible","0","instock","no","no","1.496,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Natalia","","","0","","","","","","","0,1-0,2 ct (VS-S)","0|1|0","","","","","Mother Pearl and 18 carat gold","0|1|0","","22 mm","0|1|0","22 mm","","",""
"GOBLET4217 R","goblet4217-r","1754","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","publish","0","2016-03-11 15:37:33","0","1","open","GOBLET4217 R VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/hermitage/goblet4217-r/GOBLET4217.jpg | http://localhost/faberge/app/uploads/product/hermitage/goblet4217-r/GOBLET4217_zoom.jpg","","variable","Hermitage","","","0","","","","DB|GR|R|V","0|1|1","R","","","","","","","Crystal","0|1|0","","220 ml x2","0|1|0","220 ml x2","","",""
"P000816-B-W","p000816-b-w","1755","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","pending","0","2016-03-11 15:37:33","0","1","open","P000816-B-W VARIABLE","no","no","visible","0","instock","no","no","128,00","","","","","","taxable","","","","no","","","","","","","","","","","","","variable","Eggs > Alexandra","","","0","","","","B-W","0|1|0","B-W","","","","","","","Black rhodium silver with white agate","0|1|0","","25 mm|28 mm","0|1|1","28 mm","","",""
"P000816-G-W","p000816-g-w","1756","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","pending","0","2016-03-11 15:37:33","0","1","open","P000816-G-W VARIABLE","no","no","visible","0","instock","no","no","128,00","","","","","","taxable","","","","no","","","","","","","","","","","","","variable","Eggs > Alexandra","","","0","","","","G-W","0|1|0","G-W","","","","","","","Gold plated silver with white agate","0|1|0","","25 mm|28 mm","0|1|1","28 mm","","",""
"P000817-B-W","p000817-b-w","1757","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","pending","0","2016-03-11 15:37:33","0","1","open","P000817-B-W VARIABLE","no","no","visible","0","instock","no","no","128,00","","","","","","taxable","","","","no","","","","","","","","","","","","","variable","Eggs > Alexandra","","","0","","","","B-W","0|1|0","B-W","","","","","","","Black rhodium silver with white agate","0|1|0","","25 mm|28 mm","0|1|1","28 mm","","",""
"P000817-G-W","p000817-g-w","1758","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","pending","0","2016-03-11 15:37:33","0","1","open","P000817-G-W VARIABLE","no","no","visible","0","instock","no","no","128,00","","","","","","taxable","","","","no","","","","","","","","","","","","","variable","Eggs > Alexandra","","","0","","","","G-W","0|1|0","G-W","","","","","","","Gold plated silver with white agate","0|1|0","","25 mm|28 mm","0|1|1","28 mm","","",""
"P000818-B-W","p000818-b-w","1759","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","pending","0","2016-03-11 15:37:34","0","1","open","P000818-B-W VARIABLE","no","no","visible","0","instock","no","no","128,00","","","","","","taxable","","","","no","","","","","","","","","","","","","variable","Eggs > Alexandra","","","0","","","","B-W","0|1|0","B-W","","","","","","","Black rhodium silver with white agate","0|1|0","","25 mm|28 mm","0|1|1","28 mm","","",""
"P000818-G-W","p000818-g-w","1760","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","Our Alexandra collection is inspired to the ""Coronation Egg"" and Baroque decorations, which details are strongly inspired to the Russian goldsmith tradition.","pending","0","2016-03-11 15:37:34","0","1","open","P000818-G-W VARIABLE","no","no","visible","0","instock","no","no","128,00","","","","","","taxable","","","","no","","","","","","","","","","","","","variable","Eggs > Alexandra","","","0","","","","G-W","0|1|0","G-W","","","","","","","Gold plated silver with white agate","0|1|0","","25 mm|28 mm","0|1|1","28 mm","","",""
"FTD-FRUIT1435/6 V","ftd-fruit14356-v","1761","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","publish","0","2016-03-11 15:37:34","0","1","open","FTD-FRUIT1435/6 V VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/hermitage/ftd-fruit14356-v/FTD-FRUIT1435-6.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-fruit14356-v/FTD-FRUIT1435-6_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-fruit14356-v/FTD-FRUIT1435-6-2.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-fruit14356-v/FTD-FRUIT1435-6-2_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-fruit14356-v/FTD-FRUIT1435-6-3.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-fruit14356-v/FTD-FRUIT1435-6-3_zoom.jpg","","variable","Hermitage","","","0","","","","DB|GR|R|V","0|1|1","V","","","","","","","Crystal","0|1|0","","28 cm","0|1|0","28 cm","","",""
"P21304 MC","p21304-mc","1762","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:34","0","1","open","P21304 MC","no","no","visible","0","instock","no","no","996,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Anna Karenina","","","0","","","","MC","0|1|0","MC","0,1-0,2 ct (VS-S)","0|1|0","","","","","18 carat gold, malahkite, opal, tiger eye, turquoise, onyx, white agate and mother pearl","0|1|0","","30 mm","0|1|0","30 mm","","",""
"P21304 TQ","p21304-tq","1763","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:34","0","1","open","P21304 TQ","no","no","visible","0","instock","no","no","996,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Anna Karenina","","","0","","","","TQ","0|1|0","TQ","0,1-0,2 ct (VS-S)","0|1|0","","","","","18 carat gold, malahkite, opal, tiger eye, turquoise, onyx, white agate and mother pearl","0|1|0","","30 mm","0|1|0","30 mm","","",""
"P21305 BA","p21305-ba","1764","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:34","0","1","open","P21305 BA","no","no","visible","0","instock","no","no","706,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Anna Karenina","","","0","","","","BA","0|1|0","BA","0,1-0,2 ct (VS-S)","0|1|0","","","","","18 carat gold, malahkite, opal, tiger eye, turquoise, onyx, white agate and mother pearl","0|1|0","","30 mm","0|1|0","30 mm","","",""
"P21305 TE","p21305-te","1765","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:34","0","1","open","P21305 TE","no","no","visible","0","instock","no","no","706,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Anna Karenina","","","0","","","","TE","0|1|0","TE","0,1-0,2 ct (VS-S)","0|1|0","","","","","18 carat gold, malahkite, opal, tiger eye, turquoise, onyx, white agate and mother pearl","0|1|0","","30 mm","0|1|0","30 mm","","",""
"P21317 BA","p21317-ba","1766","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:34","0","1","open","P21317 BA","no","no","visible","0","instock","no","no","1.380,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Anna Karenina","","","0","","","","BA","0|1|0","BA","0,1-0,2 ct (VS-S)","0|1|0","","","","","18 carat gold, malahkite, opal, tiger eye, turquoise, onyx, white agate and mother pearl","0|1|0","","30 mm","0|1|0","30 mm","","",""
"P21317 LP","p21317-lp","1767","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:34","0","1","open","P21317 LP","no","no","visible","0","instock","no","no","1.380,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Anna Karenina","","","0","","","","LP","0|1|0","LP","0,1-0,2 ct (VS-S)","0|1|0","","","","","18 carat gold, malahkite, opal, tiger eye, turquoise, onyx, white agate and mother pearl","0|1|0","","30 mm","0|1|0","30 mm","","",""
"P21317 OP","p21317-op","1768","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:34","0","1","open","P21317 OP","no","no","visible","0","instock","no","no","1.380,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Anna Karenina","","","0","","","","OP","0|1|0","OP","0,1-0,2 ct (VS-S)","0|1|0","","","","","18 carat gold, malahkite, opal, tiger eye, turquoise, onyx, white agate and mother pearl","0|1|0","","30 mm","0|1|0","30 mm","","",""
"P21317 TQ","p21317-tq","1769","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:34","0","1","open","P21317 TQ","no","no","visible","0","instock","no","no","1.380,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Anna Karenina","","","0","","","","TQ","0|1|0","TQ","0,1-0,2 ct (VS-S)","0|1|0","","","","","18 carat gold, malahkite, opal, tiger eye, turquoise, onyx, white agate and mother pearl","0|1|0","","30 mm","0|1|0","30 mm","","",""
"P21317 WA","p21317-wa","1770","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:34","0","1","open","P21317 WA","no","no","visible","0","instock","no","no","1.380,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Anna Karenina","","","0","","","","WA","0|1|0","WA","0,1-0,2 ct (VS-S)","0|1|0","","","","","18 carat gold, malahkite, opal, tiger eye, turquoise, onyx, white agate and mother pearl","0|1|0","","30 mm","0|1|0","30 mm","","",""
"P21318 TE","p21318-te","1771","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:35","0","1","open","P21318 TE","no","no","visible","0","instock","no","no","1.570,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Anna Karenina","","","0","","","","TE","0|1|0","TE","0,1-0,2 ct (VS-S)","0|1|0","","","","","18 carat gold, malahkite, opal, tiger eye, turquoise, onyx, white agate and mother pearl","0|1|0","","30 mm","0|1|0","30 mm","","",""
"P21318 TQ","p21318-tq","1772","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","Anna Karenina is our collectable collection with The Mother Pearl and 18 carat gold. Figurative jewellery in high craftmanship and quality.","pending","0","2016-03-11 15:37:35","0","1","open","P21318 TQ","no","no","visible","0","instock","no","no","1.570,00","","","","","","taxable","","","","no","","","","","","","","","","","","","simple","Eggs > Anna Karenina","","","0","","","","TQ","0|1|0","TQ","0,1-0,2 ct (VS-S)","0|1|0","","","","","18 carat gold, malahkite, opal, tiger eye, turquoise, onyx, white agate and mother pearl","0|1|0","","30 mm","0|1|0","30 mm","","",""
"804-L","804-l","1773","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","publish","0","2016-03-11 15:37:35","0","1","open","804-L","no","no","visible","0","instock","no","no","426,00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/tabble-eggs/804-l/804-L.jpg | http://localhost/faberge/app/uploads/product/tabble-eggs/804-l/804-L_zoom.jpg","","simple","Tabble Eggs","","","0","","","","","","","","","","","","","Porcelain and metal","0|1|0","","32,5 cm","0|1|0","32,5 cm","","",""
"962-L","962-l","1774","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","publish","0","2016-03-11 15:37:35","0","1","open","962-L","no","no","visible","0","instock","no","no","426,00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/tabble-eggs/962-l/962-L.jpg | http://localhost/faberge/app/uploads/product/tabble-eggs/962-l/962-L_zoom.jpg","","simple","Tabble Eggs","","","0","","","","","","","","","","","","","Porcelain and metal","0|1|0","","32,5 cm","0|1|0","32,5 cm","","",""
"DOF20260 R","dof20260-r","1775","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","publish","0","2016-03-11 15:37:35","0","1","open","DOF20260 R VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/hermitage/dof20260-r/DOF20260.jpg | http://localhost/faberge/app/uploads/product/hermitage/dof20260-r/DOF20260_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/dof20260-r/DOF20260-2.jpg | http://localhost/faberge/app/uploads/product/hermitage/dof20260-r/DOF20260-2_zoom.jpg","","variable","Hermitage","","","0","","","","DB|GR|R|V","0|1|1","R","","","","","","","Crystal","0|1|0","","320 ml x2","0|1|0","320 ml x2","","",""
"HB20001 DB","hb20001-db","1776","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","publish","0","2016-03-11 15:37:36","0","1","open","HB20001 DB VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/hermitage/hb20001-db/HB20001.jpg | http://localhost/faberge/app/uploads/product/hermitage/hb20001-db/HB20001_zoom.jpg","","variable","Hermitage","","","0","","","","DB|GR|R|V","0|1|1","DB","","","","","","","Crystal","0|1|0","","350 ml x2","0|1|0","350 ml x2","","",""
"890-XL","890-xl","1777","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","publish","0","2016-03-11 15:37:36","0","1","open","890-XL","no","no","visible","0","instock","no","no","496,00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/tabble-eggs/890-xl/890-XL.jpg | http://localhost/faberge/app/uploads/product/tabble-eggs/890-xl/890-XL_zoom.jpg","","simple","Tabble Eggs","","","0","","","","","","","","","","","","","Porcelain and metal","0|1|0","","40 cm","0|1|0","40 cm","","",""
"900E126","900e126","1778","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","publish","0","2016-03-11 15:37:36","0","1","open","900E126","no","no","visible","0","instock","no","no","5.400,00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/tabble-eggs/900e126/900E126.jpg | http://localhost/faberge/app/uploads/product/tabble-eggs/900e126/900E126_zoom.jpg | http://localhost/faberge/app/uploads/product/tabble-eggs/900e126/900E126-2_zoom.jpg | http://localhost/faberge/app/uploads/product/tabble-eggs/900e126/900E126-2_zoom.jpg | http://localhost/faberge/app/uploads/product/tabble-eggs/900e126/900E126-2.jpg","","simple","Tabble Eggs","","","0","","","","","","","","","","","","","Crystal, metal and 24 carat gold plated","0|1|0","","51 x 23 cm","0|1|0","51 x 23 cm","","",""
"800F242","800f242","1779","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","The Tabble Eggs collection gathers artistic skills, from the processing of metal to the decoration of porcelains, to the working skills of crystal.","publish","0","2016-03-11 15:37:36","0","1","open","800F242","no","no","visible","0","instock","no","no","5.760,00","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/tabble-eggs/800f242/800F242.jpg | http://localhost/faberge/app/uploads/product/tabble-eggs/800f242/800F242_zoom.jpg | http://localhost/faberge/app/uploads/product/tabble-eggs/800f242/800F242-2_zoom.jpg | http://localhost/faberge/app/uploads/product/tabble-eggs/800f242/800F242-2.jpg","","simple","Tabble Eggs","","","0","","","","","","","","","","","","","Crystal, metal and 24 carat gold plated","0|1|0","","60 x 30 cm","0|1|0","60 x 30 cm","","",""
"EGG2187/8-250P B","egg21878-250p-b","1780","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","publish","0","2016-03-11 15:37:36","0","1","open","EGG2187/8-250P B VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/hermitage/egg21878-250p-b/EGG2187-8-250P.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg21878-250p-b/EGG2187-8-250P_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg21878-250p-b/EGG-2187-8-250P-2.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg21878-250p-b/EGG-2187-8-250P-2_zoom.jpg","","variable","Hermitage","","","0","","","","B|w","0|1|1","B","","","","","","","Crystal","0|1|0","","9 x 13,5 cm","0|1|0","9 x 13,5 cm","","",""
"EGG2187/8 V","egg21878-v","1781","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","publish","0","2016-03-11 15:37:36","0","1","open","EGG2187/8 V VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/hermitage/egg21878-v/EGG-2187-8.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg21878-v/EGG-2187-8_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg21878-v/EGG-2187-8-2.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg21878-v/EGG-2187-8-2_zoom.jpg","","variable","Hermitage","","","0","","","","DB|GR|R|V","0|1|1","V","","","","","","","Crystal","0|1|0","","9 x 13,5 cm","0|1|0","9 x 13,5 cm","","",""
"FTD-EGG2187/8 GR","ftd-egg21878-gr","1782","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","publish","0","2016-03-11 15:37:36","0","1","open","FTD-EGG2187/8 GR VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/hermitage/ftd-egg21878-gr/FTD-EGG2187-8.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-egg21878-gr/FTD-EGG2187-8_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-egg21878-gr/FTD-EGG2187-8-2.jpg | http://localhost/faberge/app/uploads/product/hermitage/ftd-egg21878-gr/FTD-EGG2187-8-2_zoom.jpg","","variable","Hermitage","","","0","","","","DB|GR|R|V","0|1|1","GR","","","","","","","Crystal","0|1|0","","9 x 22 cm","0|1|0","9 x 22 cm","","",""
"EGG BOX2410-B-S R","egg-box2410-b-s-r","1783","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","publish","0","2016-03-11 15:37:36","0","1","open","EGG BOX2410-B-S R VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-b-s-r/EGG-BOX2410-B-S.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-b-s-r/EGG-BOX2410-B-S_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-b-s-r/EGG-BOX2410-B-S-2.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-b-s-r/EGG-BOX2410-B-S-2_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-b-s-r/EGG-BOX2410-B-S-3.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-b-s-r/EGG-BOX2410-B-S-3_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-b-s-r/EGG-BOX2410-B-S-4.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-b-s-r/EGG-BOX2410-B-S-4_zoom.jpg","","variable","Hermitage","","","0","","","","DB|GR|R|V","0|1|1","R","","","","","","","Crystal","0|1|0","","9,5 x 13,5 cm","0|1|0","9,5 x 13,5 cm","","",""
"EGG BOX2410-S R","egg-box2410-s-r","1784","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","Legacy and passion for jewellery has been the inspiration for our latest collection the “Hermitage Collection”. Which is committed to developing the firm internationally in the respect for traditions inspired by the ”Great Carl Fabergé” and his sense of entrepreneurship.","publish","0","2016-03-11 15:37:36","0","1","open","EGG BOX2410-S R VARIABLE","no","no","visible","0","instock","no","no","","","","","","","taxable","","","","no","","","","","","","","","","","http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-s-r/EGG-BOX2410-S.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-s-r/EGG-BOX2410-S_zoom.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-s-r/EGG-BOX2410-S-2.jpg | http://localhost/faberge/app/uploads/product/hermitage/egg-box2410-s-r/EGG-BOX2410-S-2_zoom.jpg","","variable","Hermitage","","","0","","","","DB|GR|R|V","0|1|1","","","","","","","","Crystal","0|1|0","","11,5 x 16,5 cm|9,5 x 13,5 cm","0|1|1","","","",""
